hur_id,date,status
AL021857_UNNAMED_47,1857-09-13 18:00,Tropical Storm
AL021857_UNNAMED_47,1857-09-15 06:00,Hurricane
AL021857_UNNAMED_47,1857-09-17 12:00,Tropical Storm
AL021857_UNNAMED_47,1857-09-17 18:00,Extratropical
AL031857_UNNAMED_20,1857-09-22 00:00,Hurricane
AL041857_UNNAMED_29,1857-09-24 00:00,Tropical Storm
AL041857_UNNAMED_29,1857-09-26 00:00,Hurricane
AL041857_UNNAMED_29,1857-09-29 06:00,Tropical Storm
AL041857_UNNAMED_29,1857-09-30 10:00,Landfall
AL011858_UNNAMED_1,1858-06-12 12:00,Hurricane
AL021858_UNNAMED_1,1858-08-05 12:00,Hurricane
AL031858_UNNAMED_16,1858-09-14 00:00,Tropical Storm
AL031858_UNNAMED_16,1858-09-14 15:00,Landfall
AL031858_UNNAMED_16,1858-09-15 12:00,Hurricane
AL031858_UNNAMED_16,1858-09-16 17:00,Landfall
AL031858_UNNAMED_16,1858-09-16 18:00,Landfall
AL031858_UNNAMED_16,1858-09-17 00:00,Tropical Storm
AL041858_UNNAMED_32,1858-09-17 00:00,Hurricane
AL041858_UNNAMED_32,1858-09-24 00:00,Tropical Storm
AL051858_UNNAMED_14,1858-09-22 12:00,Tropical Storm
AL051858_UNNAMED_14,1858-09-23 12:00,Hurricane
AL061858_UNNAMED_22,1858-10-21 00:00,Tropical Storm
AL061858_UNNAMED_22,1858-10-22 12:00,Hurricane
AL061858_UNNAMED_22,1858-10-26 00:00,Tropical Storm
AL011859_UNNAMED_1,1859-07-01 12:00,Hurricane
AL021859_UNNAMED_12,1859-08-17 00:00,Hurricane
AL031859_UNNAMED_6,1859-09-02 00:00,Hurricane
AL041859_UNNAMED_7,1859-09-12 06:00,Hurricane
AL051859_UNNAMED_16,1859-09-15 00:00,Hurricane
AL051859_UNNAMED_16,1859-09-16 00:00,Landfall
AL051859_UNNAMED_16,1859-09-16 06:00,Tropical Storm
AL051859_UNNAMED_16,1859-09-18 00:00,Hurricane
AL061859_UNNAMED_20,1859-10-02 00:00,Hurricane
AL071859_UNNAMED_11,1859-10-16 00:00,Tropical Storm
AL071859_UNNAMED_11,1859-10-17 16:00,Landfall
AL081859_UNNAMED_24,1859-10-24 00:00,Tropical Storm
AL081859_UNNAMED_24,1859-10-26 12:00,Hurricane
AL081859_UNNAMED_24,1859-10-28 18:00,Landfall
AL081859_UNNAMED_24,1859-10-29 06:00,Extratropical
AL011860_UNNAMED_35,1860-08-08 00:00,Tropical Storm
AL011860_UNNAMED_35,1860-08-09 12:00,Hurricane
AL011860_UNNAMED_35,1860-08-11 20:00,Landfall
AL011860_UNNAMED_35,1860-08-12 18:00,Tropical Storm
AL021860_UNNAMED_12,1860-08-24 00:00,Tropical Storm
AL021860_UNNAMED_12,1860-08-24 12:00,Hurricane
AL041860_UNNAMED_23,1860-09-11 00:00,Hurricane
AL041860_UNNAMED_23,1860-09-15 04:00,Landfall
AL041860_UNNAMED_23,1860-09-16 00:00,Tropical Storm
AL031860_UNNAMED_1,1860-09-11 12:00,Hurricane
AL051860_UNNAMED_16,1860-09-18 00:00,Tropical Storm
AL061860_UNNAMED_17,1860-09-30 00:00,Tropical Storm
AL061860_UNNAMED_17,1860-10-01 00:00,Hurricane
AL061860_UNNAMED_17,1860-10-02 17:00,Landfall
AL061860_UNNAMED_17,1860-10-03 00:00,Tropical Storm
AL071860_UNNAMED_18,1860-10-20 00:00,Hurricane
AL011861_UNNAMED_28,1861-07-06 00:00,Tropical Storm
AL011861_UNNAMED_28,1861-07-09 12:00,Hurricane
AL021861_UNNAMED_18,1861-08-13 12:00,Tropical Storm
AL021861_UNNAMED_18,1861-08-14 12:00,Hurricane
AL021861_UNNAMED_18,1861-08-17 00:00,Tropical Storm
AL031861_UNNAMED_24,1861-08-25 00:00,Hurricane
AL041861_UNNAMED_1,1861-09-17 12:00,Hurricane
AL051861_UNNAMED_7,1861-09-27 06:00,Hurricane
AL051861_UNNAMED_7,1861-09-27 17:00,Landfall
AL051861_UNNAMED_7,1861-09-27 18:00,Tropical Storm
AL061861_UNNAMED_16,1861-10-06 00:00,Tropical Storm
AL071861_UNNAMED_1,1861-10-07 12:00,Landfall
AL071861_UNNAMED_1,1861-10-07 12:00,Tropical Storm
AL081861_UNNAMED_15,1861-11-01 06:00,Tropical Storm
AL081861_UNNAMED_15,1861-11-01 08:00,Landfall
AL081861_UNNAMED_15,1861-11-02 00:00,Hurricane
AL081861_UNNAMED_15,1861-11-02 10:00,Landfall
AL081861_UNNAMED_15,1861-11-02 18:00,Tropical Storm
AL081861_UNNAMED_15,1861-11-03 08:00,Landfall
AL081861_UNNAMED_15,1861-11-03 09:00,Landfall
AL011862_UNNAMED_12,1862-06-15 00:00,Tropical Storm
AL021862_UNNAMED_13,1862-08-18 00:00,Hurricane
AL031862_UNNAMED_34,1862-09-12 00:00,Tropical Storm
AL031862_UNNAMED_34,1862-09-13 00:00,Hurricane
AL041862_UNNAMED_1,1862-10-06 00:00,Tropical Storm
AL051862_UNNAMED_14,1862-10-14 00:00,Hurricane
AL051862_UNNAMED_14,1862-10-16 12:00,Extratropical
AL061862_UNNAMED_14,1862-11-22 00:00,Tropical Storm
AL011863_UNNAMED_8,1863-08-08 00:00,Hurricane
AL021863_UNNAMED_8,1863-08-18 00:00,Hurricane
AL031863_UNNAMED_18,1863-08-19 00:00,Hurricane
AL031863_UNNAMED_18,1863-08-23 06:00,Tropical Storm
AL041863_UNNAMED_8,1863-08-27 00:00,Hurricane
AL051863_UNNAMED_32,1863-09-09 00:00,Tropical Storm
AL051863_UNNAMED_32,1863-09-09 12:00,Hurricane
AL051863_UNNAMED_32,1863-09-15 00:00,Tropical Storm
AL061863_UNNAMED_15,1863-09-16 00:00,Tropical Storm
AL061863_UNNAMED_15,1863-09-18 13:00,Landfall
AL071863_UNNAMED_6,1863-09-18 12:00,Tropical Storm
AL081863_UNNAMED_4,1863-09-26 12:00,Tropical Storm
AL091863_UNNAMED_12,1863-09-29 00:00,Tropical Storm
AL091863_UNNAMED_12,1863-09-29 12:00,Landfall
AL091863_UNNAMED_12,1863-09-30 12:00,Extratropical
AL011864_UNNAMED_12,1864-07-16 00:00,Hurricane
AL011864_UNNAMED_12,1864-07-18 00:00,Tropical Storm
AL021864_UNNAMED_1,1864-07-25 12:00,Tropical Storm
AL031864_UNNAMED_26,1864-08-26 00:00,Hurricane
AL031864_UNNAMED_26,1864-09-01 00:00,Tropical Storm
AL041864_UNNAMED_16,1864-09-05 00:00,Tropical Storm
AL051864_UNNAMED_12,1864-10-22 00:00,Tropical Storm
AL051864_UNNAMED_12,1864-10-23 12:00,Hurricane
AL011865_UNNAMED_1,1865-05-30 00:00,Tropical Storm
AL021865_UNNAMED_1,1865-06-30 12:00,Landfall
AL021865_UNNAMED_1,1865-06-30 12:00,Tropical Storm
AL031865_UNNAMED_20,1865-08-20 00:00,Tropical Storm
AL041865_UNNAMED_37,1865-09-06 00:00,Hurricane
AL041865_UNNAMED_37,1865-09-13 21:00,Landfall
AL041865_UNNAMED_37,1865-09-14 06:00,Tropical Storm
AL051865_UNNAMED_1,1865-09-07 00:00,Landfall
AL051865_UNNAMED_1,1865-09-07 00:00,Tropical Storm
AL061865_UNNAMED_1,1865-09-28 12:00,Hurricane
AL071865_UNNAMED_34,1865-10-18 00:00,Tropical Storm
AL071865_UNNAMED_34,1865-10-21 12:00,Hurricane
AL071865_UNNAMED_34,1865-10-23 10:00,Landfall
AL071865_UNNAMED_34,1865-10-23 14:00,Landfall
AL011866_UNNAMED_19,1866-07-11 12:00,Hurricane
AL011866_UNNAMED_19,1866-07-15 12:00,Landfall
AL011866_UNNAMED_19,1866-07-15 18:00,Tropical Storm
AL021866_UNNAMED_22,1866-08-13 00:00,Hurricane
AL021866_UNNAMED_22,1866-08-16 18:00,Tropical Storm
AL021866_UNNAMED_22,1866-08-17 06:00,Hurricane
AL021866_UNNAMED_22,1866-08-18 00:00,Tropical Storm
AL031866_UNNAMED_14,1866-09-04 00:00,Hurricane
AL031866_UNNAMED_14,1866-09-07 00:00,Tropical Storm
AL041866_UNNAMED_1,1866-09-18 12:00,Hurricane
AL051866_UNNAMED_12,1866-09-22 00:00,Hurricane
AL051866_UNNAMED_12,1866-09-24 00:00,Tropical Storm
AL051866_UNNAMED_12,1866-09-24 12:00,Extratropical
AL061866_UNNAMED_48,1866-09-24 00:00,Hurricane
AL071866_UNNAMED_7,1866-10-29 06:00,Tropical Storm
AL071866_UNNAMED_7,1866-10-30 06:00,Extratropical
AL011867_UNNAMED_11,1867-06-21 12:00,Tropical Storm
AL011867_UNNAMED_11,1867-06-22 06:00,Hurricane
AL011867_UNNAMED_11,1867-06-22 14:00,Landfall
AL011867_UNNAMED_11,1867-06-22 18:00,Tropical Storm
AL021867_UNNAMED_28,1867-07-28 00:00,Hurricane
AL031867_UNNAMED_1,1867-08-02 12:00,Hurricane
AL041867_UNNAMED_16,1867-08-31 00:00,Hurricane
AL041867_UNNAMED_16,1867-09-02 00:00,Tropical Storm
AL051867_UNNAMED_1,1867-09-08 12:00,Tropical Storm
AL061867_UNNAMED_10,1867-09-29 00:00,Hurricane
AL071867_UNNAMED_34,1867-10-02 00:00,Hurricane
AL071867_UNNAMED_34,1867-10-04 15:00,Landfall
AL071867_UNNAMED_34,1867-10-06 15:00,Landfall
AL071867_UNNAMED_34,1867-10-06 18:00,Tropical Storm
AL081867_UNNAMED_1,1867-10-09 12:00,Tropical Storm
AL091867_UNNAMED_17,1867-10-27 00:00,Tropical Storm
AL091867_UNNAMED_17,1867-10-28 12:00,Hurricane
AL091867_UNNAMED_17,1867-10-30 18:00,Tropical Storm
AL011868_UNNAMED_18,1868-09-03 00:00,Hurricane
AL021868_UNNAMED_29,1868-10-01 00:00,Tropical Storm
AL021868_UNNAMED_29,1868-10-04 16:00,Landfall
AL021868_UNNAMED_29,1868-10-06 12:00,Extratropical
AL031868_UNNAMED_12,1868-10-05 00:00,Hurricane
AL041868_UNNAMED_12,1868-10-15 00:00,Hurricane
AL011869_UNNAMED_4,1869-08-12 00:00,Hurricane
AL021869_UNNAMED_9,1869-08-16 00:00,Hurricane
AL021869_UNNAMED_9,1869-08-17 07:00,Landfall
AL021869_UNNAMED_9,1869-08-17 12:00,Tropical Storm
AL031869_UNNAMED_4,1869-08-27 00:00,Hurricane
AL041869_UNNAMED_8,1869-09-01 00:00,Tropical Storm
AL051869_UNNAMED_9,1869-09-04 00:00,Hurricane
AL051869_UNNAMED_9,1869-09-05 12:00,Landfall
AL051869_UNNAMED_9,1869-09-05 18:00,Tropical Storm
AL061869_UNNAMED_12,1869-09-07 00:00,Hurricane
AL061869_UNNAMED_12,1869-09-08 21:00,Landfall
AL061869_UNNAMED_12,1869-09-08 22:00,Landfall
AL061869_UNNAMED_12,1869-09-09 06:00,Tropical Storm
AL071869_UNNAMED_32,1869-09-11 00:00,Hurricane
AL071869_UNNAMED_32,1869-09-18 12:00,Tropical Storm
AL081869_UNNAMED_1,1869-09-14 12:00,Tropical Storm
AL091869_UNNAMED_1,1869-10-01 12:00,Tropical Storm
AL101869_UNNAMED_10,1869-10-04 00:00,Hurricane
AL101869_UNNAMED_10,1869-10-04 19:00,Landfall
AL101869_UNNAMED_10,1869-10-04 20:00,Landfall
AL101869_UNNAMED_10,1869-10-04 23:00,Landfall
AL101869_UNNAMED_10,1869-10-05 06:00,Tropical Storm
AL011870_UNNAMED_1,1870-07-30 18:00,Hurricane
AL021870_UNNAMED_24,1870-08-30 00:00,Tropical Storm
AL021870_UNNAMED_24,1870-08-31 12:00,Hurricane
AL021870_UNNAMED_24,1870-09-01 18:00,Landfall
AL031870_UNNAMED_16,1870-09-01 00:00,Tropical Storm
AL041870_UNNAMED_20,1870-09-09 00:00,Hurricane
AL041870_UNNAMED_20,1870-09-13 00:00,Extratropical
AL051870_UNNAMED_16,1870-09-17 00:00,Hurricane
AL051870_UNNAMED_16,1870-09-20 00:00,Extratropical
AL061870_UNNAMED_40,1870-10-05 00:00,Tropical Storm
AL061870_UNNAMED_40,1870-10-06 12:00,Hurricane
AL071870_UNNAMED_1,1870-10-07 12:00,Hurricane
AL081870_UNNAMED_6,1870-10-10 00:00,Hurricane
AL091870_UNNAMED_18,1870-10-19 00:00,Hurricane
AL091870_UNNAMED_18,1870-10-20 14:00,Landfall
AL091870_UNNAMED_18,1870-10-20 20:00,Landfall
AL091870_UNNAMED_18,1870-10-21 06:00,Tropical Storm
AL091870_UNNAMED_18,1870-10-21 12:00,Hurricane
AL101870_UNNAMED_1,1870-10-23 12:00,Hurricane
AL111870_UNNAMED_20,1870-10-30 00:00,Tropical Storm
AL111870_UNNAMED_20,1870-10-31 00:00,Hurricane
AL111870_UNNAMED_20,1870-11-01 18:00,Tropical Storm
AL111870_UNNAMED_20,1870-11-03 12:00,Hurricane
AL011871_UNNAMED_21,1871-06-01 00:00,Tropical Storm
AL011871_UNNAMED_21,1871-06-04 07:00,Landfall
AL011871_UNNAMED_21,1871-06-05 12:00,Tropical Depression
AL021871_UNNAMED_13,1871-06-08 00:00,Tropical Storm
AL021871_UNNAMED_13,1871-06-09 17:00,Landfall
AL021871_UNNAMED_13,1871-06-10 12:00,Tropical Depression
AL031871_UNNAMED_41,1871-08-14 00:00,Hurricane
AL031871_UNNAMED_41,1871-08-17 02:00,Landfall
AL031871_UNNAMED_41,1871-08-18 06:00,Tropical Storm
AL031871_UNNAMED_41,1871-08-23 00:00,Landfall
AL031871_UNNAMED_41,1871-08-23 18:00,Tropical Depression
AL041871_UNNAMED_57,1871-08-17 00:00,Tropical Storm
AL041871_UNNAMED_57,1871-08-19 12:00,Hurricane
AL041871_UNNAMED_57,1871-08-25 05:00,Landfall
AL041871_UNNAMED_57,1871-08-25 18:00,Tropical Storm
AL041871_UNNAMED_57,1871-08-27 00:00,Tropical Depression
AL041871_UNNAMED_57,1871-08-29 00:00,Tropical Storm
AL051871_UNNAMED_16,1871-08-30 00:00,Hurricane
AL061871_UNNAMED_17,1871-09-05 00:00,Hurricane
AL061871_UNNAMED_17,1871-09-06 14:00,Landfall
AL061871_UNNAMED_17,1871-09-06 18:00,Tropical Storm
AL071871_UNNAMED_33,1871-09-30 00:00,Tropical Storm
AL071871_UNNAMED_33,1871-10-02 00:00,Hurricane
AL071871_UNNAMED_33,1871-10-05 00:00,Tropical Storm
AL071871_UNNAMED_33,1871-10-05 16:00,Landfall
AL081871_UNNAMED_14,1871-10-10 00:00,Hurricane
AL081871_UNNAMED_14,1871-10-13 06:00,Tropical Storm
AL011872_UNNAMED_22,1872-07-09 00:00,Tropical Storm
AL011872_UNNAMED_22,1872-07-11 05:00,Landfall
AL011872_UNNAMED_22,1872-07-11 08:00,Landfall
AL011872_UNNAMED_22,1872-07-13 00:00,Tropical Depression
AL021872_UNNAMED_56,1872-08-20 00:00,Tropical Storm
AL021872_UNNAMED_56,1872-08-24 00:00,Hurricane
AL021872_UNNAMED_56,1872-09-02 00:00,Extratropical
AL031872_UNNAMED_48,1872-09-09 00:00,Tropical Storm
AL031872_UNNAMED_48,1872-09-12 00:00,Hurricane
AL041872_UNNAMED_28,1872-09-30 00:00,Tropical Storm
AL041872_UNNAMED_28,1872-10-03 00:00,Hurricane
AL051872_UNNAMED_28,1872-10-22 00:00,Tropical Storm
AL051872_UNNAMED_28,1872-10-23 08:00,Landfall
AL051872_UNNAMED_28,1872-10-24 12:00,Hurricane
AL051872_UNNAMED_28,1872-10-24 18:00,Tropical Storm
AL051872_UNNAMED_28,1872-10-25 01:00,Landfall
AL051872_UNNAMED_28,1872-10-27 12:00,Extratropical
AL011873_UNNAMED_8,1873-06-01 06:00,Tropical Storm
AL011873_UNNAMED_8,1873-06-02 11:00,Landfall
AL011873_UNNAMED_8,1873-06-02 18:00,Tropical Depression
AL021873_UNNAMED_64,1873-08-13 00:00,Tropical Storm
AL021873_UNNAMED_64,1873-08-17 00:00,Hurricane
AL021873_UNNAMED_64,1873-08-27 12:00,Extratropical
AL031873_UNNAMED_13,1873-09-18 00:00,Hurricane
AL031873_UNNAMED_13,1873-09-19 15:00,Landfall
AL031873_UNNAMED_13,1873-09-19 18:00,Tropical Storm
AL031873_UNNAMED_13,1873-09-20 12:00,Hurricane
AL041873_UNNAMED_13,1873-09-22 00:00,Tropical Storm
AL041873_UNNAMED_13,1873-09-23 10:00,Landfall
AL051873_UNNAMED_59,1873-09-26 00:00,Tropical Storm
AL051873_UNNAMED_59,1873-09-27 12:00,Hurricane
AL051873_UNNAMED_59,1873-09-29 12:00,Tropical Storm
AL051873_UNNAMED_59,1873-10-03 12:00,Hurricane
AL051873_UNNAMED_59,1873-10-07 01:00,Landfall
AL051873_UNNAMED_59,1873-10-09 12:00,Extratropical
AL011874_UNNAMED_15,1874-07-02 00:00,Tropical Storm
AL011874_UNNAMED_15,1874-07-04 20:00,Landfall
AL011874_UNNAMED_15,1874-07-05 06:00,Tropical Depression
AL021874_UNNAMED_20,1874-08-03 00:00,Tropical Storm
AL021874_UNNAMED_20,1874-08-05 00:00,Hurricane
AL021874_UNNAMED_20,1874-08-07 12:00,Tropical Storm
AL031874_UNNAMED_42,1874-08-29 00:00,Tropical Storm
AL031874_UNNAMED_42,1874-09-02 00:00,Hurricane
AL031874_UNNAMED_42,1874-09-07 12:00,Extratropical
AL041874_UNNAMED_24,1874-09-02 00:00,Tropical Storm
AL041874_UNNAMED_24,1874-09-05 12:00,Tropical Depression
AL051874_UNNAMED_16,1874-09-08 00:00,Tropical Storm
AL061874_UNNAMED_27,1874-09-25 00:00,Tropical Storm
AL061874_UNNAMED_27,1874-09-26 06:00,Tropical Depression
AL061874_UNNAMED_27,1874-09-26 18:00,Tropical Storm
AL061874_UNNAMED_27,1874-09-28 00:00,Hurricane
AL061874_UNNAMED_27,1874-09-28 03:00,Landfall
AL061874_UNNAMED_27,1874-09-28 06:00,Tropical Storm
AL061874_UNNAMED_27,1874-09-28 12:00,Hurricane
AL061874_UNNAMED_27,1874-09-28 18:00,Landfall
AL061874_UNNAMED_27,1874-09-29 06:00,Tropical Storm
AL061874_UNNAMED_27,1874-09-30 12:00,Extratropical
AL071874_UNNAMED_20,1874-10-31 00:00,Tropical Storm
AL071874_UNNAMED_20,1874-11-01 12:00,Hurricane
AL071874_UNNAMED_20,1874-11-02 12:00,Tropical Storm
AL071874_UNNAMED_20,1874-11-04 00:00,Hurricane
AL011875_UNNAMED_16,1875-08-16 00:00,Hurricane
AL021875_UNNAMED_40,1875-09-01 00:00,Tropical Storm
AL021875_UNNAMED_40,1875-09-03 00:00,Hurricane
AL031875_UNNAMED_45,1875-09-08 00:00,Hurricane
AL031875_UNNAMED_45,1875-09-14 06:00,Tropical Storm
AL031875_UNNAMED_45,1875-09-14 12:00,Hurricane
AL031875_UNNAMED_45,1875-09-16 21:00,Landfall
AL031875_UNNAMED_45,1875-09-17 12:00,Tropical Storm
AL031875_UNNAMED_45,1875-09-18 12:00,Tropical Depression
AL041875_UNNAMED_18,1875-09-24 00:00,Tropical Storm
AL041875_UNNAMED_18,1875-09-27 13:00,Landfall
AL041875_UNNAMED_18,1875-09-28 00:00,Tropical Depression
AL051875_UNNAMED_16,1875-10-07 00:00,Hurricane
AL061875_UNNAMED_20,1875-10-12 00:00,Tropical Storm
AL061875_UNNAMED_20,1875-10-14 00:00,Hurricane
AL061875_UNNAMED_20,1875-10-15 00:00,Tropical Storm
AL061875_UNNAMED_20,1875-10-16 12:00,Extratropical
AL011876_UNNAMED_12,1876-09-09 00:00,Hurricane
AL011876_UNNAMED_12,1876-09-11 00:00,Tropical Storm
AL011876_UNNAMED_12,1876-09-11 12:00,Extratropical
AL021876_UNNAMED_33,1876-09-12 00:00,Hurricane
AL021876_UNNAMED_33,1876-09-14 06:00,Tropical Storm
AL021876_UNNAMED_33,1876-09-15 00:00,Hurricane
AL021876_UNNAMED_33,1876-09-15 06:00,Tropical Storm
AL021876_UNNAMED_33,1876-09-17 00:00,Hurricane
AL021876_UNNAMED_33,1876-09-17 14:00,Landfall
AL021876_UNNAMED_33,1876-09-18 00:00,Tropical Storm
AL021876_UNNAMED_33,1876-09-19 00:00,Tropical Depression
AL031876_UNNAMED_12,1876-09-16 00:00,Tropical Storm
AL041876_UNNAMED_26,1876-09-29 00:00,Tropical Storm
AL041876_UNNAMED_26,1876-10-01 00:00,Hurricane
AL041876_UNNAMED_26,1876-10-04 06:00,Tropical Storm
AL051876_UNNAMED_49,1876-10-12 00:00,Tropical Storm
AL051876_UNNAMED_49,1876-10-17 00:00,Hurricane
AL051876_UNNAMED_49,1876-10-20 05:00,Landfall
AL051876_UNNAMED_49,1876-10-23 12:00,Tropical Storm
AL011877_UNNAMED_18,1877-08-01 00:00,Tropical Storm
AL021877_UNNAMED_34,1877-09-14 00:00,Tropical Storm
AL021877_UNNAMED_34,1877-09-17 00:00,Hurricane
AL021877_UNNAMED_34,1877-09-18 16:00,Landfall
AL021877_UNNAMED_34,1877-09-19 20:00,Landfall
AL021877_UNNAMED_34,1877-09-20 00:00,Tropical Storm
AL031877_UNNAMED_28,1877-09-16 00:00,Hurricane
AL031877_UNNAMED_28,1877-09-22 00:00,Tropical Storm
AL041877_UNNAMED_61,1877-09-21 00:00,Tropical Storm
AL041877_UNNAMED_61,1877-09-22 00:00,Hurricane
AL041877_UNNAMED_61,1877-10-03 05:00,Landfall
AL041877_UNNAMED_61,1877-10-03 18:00,Tropical Storm
AL041877_UNNAMED_61,1877-10-04 12:00,Extratropical
AL051877_UNNAMED_24,1877-09-24 00:00,Tropical Storm
AL061877_UNNAMED_24,1877-10-13 00:00,Tropical Storm
AL061877_UNNAMED_24,1877-10-17 00:00,Extratropical
AL071877_UNNAMED_19,1877-10-24 00:00,Tropical Storm
AL071877_UNNAMED_19,1877-10-26 21:00,Landfall
AL081877_UNNAMED_12,1877-11-28 00:00,Tropical Storm
AL081877_UNNAMED_12,1877-11-30 00:00,Extratropical
AL011878_UNNAMED_13,1878-07-01 00:00,Tropical Storm
AL011878_UNNAMED_13,1878-07-02 15:00,Landfall
AL011878_UNNAMED_13,1878-07-02 18:00,Tropical Depression
AL011878_UNNAMED_13,1878-07-03 00:00,Tropical Storm
AL021878_UNNAMED_45,1878-08-08 00:00,Tropical Storm
AL021878_UNNAMED_45,1878-08-15 00:00,Hurricane
AL021878_UNNAMED_45,1878-08-18 18:00,Tropical Storm
AL021878_UNNAMED_45,1878-08-19 00:00,Tropical Depression
AL031878_UNNAMED_12,1878-08-19 00:00,Hurricane
AL031878_UNNAMED_12,1878-08-21 00:00,Extratropical
AL041878_UNNAMED_24,1878-08-25 00:00,Tropical Storm
AL041878_UNNAMED_24,1878-08-26 12:00,Hurricane
AL051878_UNNAMED_55,1878-09-01 00:00,Tropical Storm
AL051878_UNNAMED_55,1878-09-02 00:00,Hurricane
